samples	BAIT_SET	GENOME_SIZE	BAIT_TERRITORY	TARGET_TERRITORY	BAIT_DESIGN_EFFICIENCY	TOTAL_READS	PF_READS	PF_UNIQUE_READS	PCT_PF_READS	PCT_PF_UQ_READS	PF_UQ_READS_ALIGNED	PCT_PF_UQ_READS_ALIGNED	PF_BASES_ALIGNED	PF_UQ_BASES_ALIGNED	ON_BAIT_BASES	NEAR_BAIT_BASES	OFF_BAIT_BASES	ON_TARGET_BASES	PCT_SELECTED_BASES	PCT_OFF_BAIT	ON_BAIT_VS_SELECTED	MEAN_BAIT_COVERAGE	MEAN_TARGET_COVERAGE	MEDIAN_TARGET_COVERAGE	PCT_USABLE_BASES_ON_BAIT	PCT_USABLE_BASES_ON_TARGET	FOLD_ENRICHMENT	ZERO_CVG_TARGETS_PCT	PCT_EXC_DUPE	PCT_EXC_MAPQ	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_OFF_TARGET	FOLD_80_BASE_PENALTY	PCT_TARGET_BASES_1X	PCT_TARGET_BASES_2X	PCT_TARGET_BASES_10X	PCT_TARGET_BASES_20X	PCT_TARGET_BASES_30X	PCT_TARGET_BASES_40X	PCT_TARGET_BASES_50X	PCT_TARGET_BASES_100X	HS_LIBRARY_SIZE	HS_PENALTY_10X	HS_PENALTY_20X	HS_PENALTY_30X	HS_PENALTY_40X	HS_PENALTY_50X	HS_PENALTY_100X	AT_DROPOUT	GC_DROPOUT	HET_SNP_SENSITIVITY	HET_SNP_Q	SAMPLE	LIBRARY	READ_GROUP	BAMQC_TOTALREADS	BAMQC_PAIREDREADS	BAMQC_PROPPAIREDREADS	BAMQC_UNMAPREADS	BAMQC_MATEUNMAPREADS	BAMQC_SECONDARYREADS	BAMQC_QUALFAILREADS	BAMQC_READSPERSTARTPOINT	BAMQC_AVGREADLENGTH	BAMQC_INSERTMEAN	BAMQC_INSERTSD	BAMQC_SOFTCLIPBASES	BAMQC_HARDCLIPBASES	BAMQC_MISMATCHBASES	callability	purity	ploidy	SLPP	centre	proj_name	sample_type	tissue_type	run	proj_id	miso_id
093-092-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	164.27213	164.27213	67.913345	100	41.342	67913345	100	19968180307	8065258895	13802.007008	2784.00645	3382.166849	1831188218	83.0622	0.169378	0.832147	209.45725	49.112563	37	0.674668	8.9512	32.907414	0.1634	59.6094	0.026324	0.002422	0.088345	28.6643	2.232389	0.996839	0.996103	0.979912	0.860615	0.62805	0.46128	0.367909	9.6613	23.275514	12.849604	22.486021	-1	-1	-1	-1	20.582744	2.59787	0.99276	21	0	0	0	173941069	155370299	146671498	244998	199690	7597935	10727837	2.60813710693804	124.573363053128	206.070442064053	74.5375313379936	402004603	0	73823750	94.6	0.26	5.8	0.0688937589415826	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0053_Ov_P_PE_357_EX
093-093-BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	48.331959	48.331959	46.571799	100	96.3582	46571799	100	5993827532	5774700371	3840.990761	1441.149719	711.687052	1905584943	88.1263	0.118737	0.727166	58.290317	51.107887	46	0.638493	31.6768	30.509073	0.1395	3.6559	0.034585	0.013531	0.097777	82.234	1.703596	0.997989	0.997499	0.986498	0.931145	0.80109	0.623847	0.448026	5.0771	269.233346	5.227262	5.297868	5.368475	5.446927	5.519103	5.945882	2.917971	0.911769	0.996071	24	0	0	0	49012972	46177720	45847110	153615	137409	56006	2625631	1.06881719698398	124.434280232978	300.211919947218	133.988478207968	14646632	0	13989976	9999	9999	9999	9999	XYZ	CANMAN	Blood	Fresh	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0054_Pb_R_PE_490_EX
093-093-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	174.827208	174.827208	144.198454	100	82.4806	144198454	100	21291702665	17524405371	15704.764871	3266.180723	2320.757071	5766706314	89.1002	0.108998	0.827832	238.333226	154.663361	114	0.732572	26.8996	35.116485	0.1395	17.6937	0.035696	0.016855	0.168579	61.015	2.535465	0.997839	0.997562	0.995255	0.987234	0.968031	0.932167	0.87726	55.8843	180.328222	7.939247	8.178899	8.460842	8.742785	9.06984	11.438163	21.411656	0.863325	0.997164	25	0	0	0	178337799	166378205	164345888	568272	501656	1155073	10236249	1.31711810022083	122.622096223481	213.042413091895	90.1434468837349	114102989	0	110935825	98.9	0.17	5.5	0.228069882784579	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0054_Ov_P_PE_376_EX
093-093-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	177.48053	177.48053	143.74413	100	80.9915	143744130	100	21237663365	17116706045	15609.363099	2706.097804	2922.202462	5321235106	86.2405	0.137595	0.852251	236.885423	142.7158	93	0.724098	24.6845	34.991974	0.145	19.404	0.038918	0.015001	0.200797	55.8459	2.798349	0.99756	0.997189	0.99326	0.979063	0.9475	0.891038	0.81255	47.3349	153.804749	9.363696	9.774502	10.218361	10.737771	11.321399	16.919692	24.524803	2.397928	0.996347	24	0	0	0	183374153	167903258	163423733	588408	517885	3428913	11453574	1.39357415415799	121.545530123066	188.254490578949	77.9636652931973	250698448	0	125301176	98.5	0.18	5.8	0.122646821075794	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0054_Ov_P_PE_353_EX
093-102-BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	53.295002	53.295002	51.696751	100	97.0011	51696751	100	6623224517	6424051895	4204.669155	1599.866504	818.688858	2111040820	87.6391	0.123609	0.724376	63.809447	56.618224	51	0.63237	31.7494	30.224028	0.1372	3.0072	0.034274	0.015109	0.094387	83.1674	1.715704	0.997834	0.997422	0.988934	0.947553	0.845851	0.693796	0.529861	7.7308	363.762996	5.268249	5.320226	5.377979	5.424181	5.486553	5.777626	2.706061	0.977797	0.996306	24	0	0	0	54095066	50947349	50560671	182272	162811	68004	2897441	1.05720139058162	124.78683055717	301.695986134636	130.436867812954	18718700	0	16675659	9999	9999	9999	9999	XYZ	CANMAN	Blood	Fresh	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0058_Pb_R_PE_491_EX
093-102-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	177.950996	177.950996	150.214708	100	84.4135	150214708	100	21771033289	18348191162	15572.302888	3883.937833	2314.792568	6002702307	89.3676	0.106324	0.800376	236.323002	160.992786	140	0.712567	27.4675	34.05366	0.1322	15.722	0.034651	0.010607	0.151747	64.9729	1.894033	0.997881	0.997579	0.99575	0.99114	0.982194	0.966841	0.943452	71.9967	211.439997	5.904468	6.019576	6.134685	6.264182	6.399435	7.216707	7.338477	0.850886	0.997285	26	0	0	0	181265059	169727369	168725740	500837	441020	297857	10738996	1.27283292802729	122.854440346624	229.328024086428	99.9905563068332	63540477	0	61257196	99.1	0.65	3.8	0.634246991647001	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0058_Ov_P_PE_398_EX
093-106-BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	47.985082	47.985082	41.498193	100	86.4814	41498193	100	5982095037	5170751195	3573.200404	1435.685075	973.209558	1532564706	83.7313	0.162687	0.713372	54.226369	41.103465	38	0.594831	25.5126	28.437673	0.1372	13.5629	0.033483	0.010306	0.081446	74.2309	1.644139	0.997662	0.996942	0.976185	0.886342	0.702382	0.477064	0.285683	1.2849	58.964842	5.888605	6.303579	6.808996	7.436777	8.279494	-1	0.145395	4.314518	0.994196	22	0	0	0	48605358	45802111	45040952	64280	55144	92922	2646045	1.17884463051601	125.197866928011	311.330557421088	141.911014045861	19053034	0	13886873	9999	9999	9999	9999	XYZ	CANMAN	Blood	Fresh	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0061_Pb_R_PE_540_EX
093-106-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	186.253986	186.253986	62.672456	100	33.6489	62672456	100	23057698331	7645073817	14657.622373	4011.959879	4388.116079	1325278066	80.969	0.19031	0.785107	222.441944	35.544026	34	0.630282	5.6987	30.264784	0.1434	66.8437	0.018803	0.00183	0.059785	25.0951	1.421761	0.997375	0.996821	0.98565	0.908	0.660627	0.34753	0.138918	0.0684	17.434258	10.429198	16.208634	-1	-1	-1	-1	4.689697	1.726567	0.994916	23	0	0	0	190563470	177520804	174216670	285855	228561	2083160	10673651	3.10422549067529	124.862128733937	237.310408174981	92.2409162200911	158369211	0	85174089	96.4	0.17	5.6	0.123250688847495	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0061_Ov_P_PE_398_EX
093-112-BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	46.958002	46.958002	45.347763	100	96.5709	45347763	100	5843122636	5642075722	3446.614359	1382.305225	1014.203052	1737983109	82.6428	0.173572	0.713744	52.305318	46.612797	42	0.587034	29.6017	28.082624	0.1311	3.4407	0.037612	0.012841	0.086368	83.3153	1.7928	0.997908	0.997428	0.983168	0.907736	0.743509	0.545439	0.3681	3.6937	248.157534	5.911557	5.995954	6.090581	6.187766	6.282905	6.859876	2.579904	1.304051	0.995465	23	0	0	0	47630000	44677341	44022390	69087	58394	137576	2745996	1.05742428007819	125.044551711347	311.41642082331	136.019783445748	20651631	0	14291277	9999	9999	9999	9999	XYZ	CANMAN	Blood	Fresh	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0067_Pb_R_PE_530_EX
093-112-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	180.172965	180.172965	130.106944	100	72.2122	130106944	100	22352854760	16102298521	13582.734648	4207.451921	4562.668191	4352548962	79.588	0.20412	0.763496	206.129604	116.735588	109	0.603682	19.3448	28.929719	0.1272	27.9631	0.030311	0.007237	0.105299	57.9439	1.644163	0.997945	0.997661	0.994805	0.986362	0.971248	0.9476	0.913078	58	85.404225	6.344906	6.624704	6.951134	7.324198	7.753221	12.205111	0.215347	4.021523	0.997183	26	0	0	0	183432994	171907637	169194658	251654	211872	1281488	9992215	1.42869504859845	124.89714068375	250.797423859964	101.496764634307	114276162	0	80015936	98.6	0.51	3.5	0.572347427347887	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0067_Ov_P_PE_436_EX
093-114-BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	46.846143	46.846143	44.943011	100	95.9375	44943011	100	5839622600	5601785382	3553.591662	1456.779661	829.251277	1778954184	85.7996	0.142004	0.709247	53.92879	47.711643	43	0.605746	30.3241	28.971617	0.1506	4.0728	0.0362	0.013686	0.078452	83.5848	1.703987	0.997634	0.997116	0.983301	0.916258	0.765221	0.571643	0.392503	3.737	221.014774	5.451733	5.536051	5.633145	5.727684	5.833465	6.42216	1.177766	1.639702	0.995346	23	0	0	0	47547696	44667065	43732510	74872	64681	130152	2675607	1.06000524792858	125.222907571832	319.652713744465	137.66663014894	19861842	0	13898885	9999	9999	9999	9999	XYZ	CANMAN	Blood	Fresh	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0069_Pb_R_PE_534_EX
093-114-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	160.22216	160.22216	151.488784	100	94.5492	151488784	100	19422771659	18352351155	8088.476457	2756.573957	8577.721245	3645887951	55.8368	0.441632	0.745822	122.749542	97.782903	84	0.412372	18.5877	19.826476	0.1445	5.5112	0.037246	0.009936	0.168623	73.2568	1.955658	0.997707	0.997324	0.993008	0.976612	0.941439	0.88368	0.80656	37.8544	282.425986	9.978894	10.134432	10.298612	10.458471	10.626971	11.601679	4.203987	1.316218	0.99654	25	0	0	0	163652030	152375675	150923155	315035	215967	1232582	9728738	1.13644532988577	122.491507125399	234.738926129953	109.847269583207	124083960	0	76682606	98.4	0.78	6.6	0.225920042918505	XYZ	CANMAN	Tumour	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_CANMAN	PROJECT_CANMAN_0069_Ov_P_PE_422_EX
1701_BC	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	45.288158	45.288158	44.291088	100	97.7984	44291088	100	5639738828	5515324154	3431.886243	1429.22359	778.628995	1761791419	86.1939	0.138061	0.705988	52.081806	47.251337	42	0.605981	31.1086	28.971027	0.0767	2.206	0.036778	0.014309	0.080736	85.1347	1.817359	0.998465	0.997883	0.982405	0.905152	0.742837	0.551279	0.379905	4.0106	409.004268	5.73711	5.796215	5.84547	5.89965	5.9558	6.274969	2.460795	1.510037	0.995958	24	0	0	0	45906947	43158516	42776426	69006	59151	86241	2593184	1.04354082101738	125.034672647224	322.948678578076	141.113452368139	20242222	0	13443430	9999	9999	9999	9999	XYZ	SEQTHNG	Blood	Fresh	181119_D00355_0257_ACD07PANXX	PROJECT_SEQTHNG	PROJECT_SEQTHNG_0052_Pb_R_PE_534_EX
GEN-40A-N	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	39.497327	39.497327	35.033509	100	88.6984	35033509	100	4835109384	4281328545	3229.5797	779.39726	826.132424	1303340722	82.9139	0.170861	0.805587	49.011632	34.955665	31	0.659425	26.612	31.800189	0.1784	11.4533	0.039668	0.008458	0.166143	67.3311	1.839772	0.996661	0.995253	0.956393	0.784113	0.527092	0.320268	0.189739	1.2637	56.895088	6.483599	6.998736	7.668413	8.544145	9.81138	-1	8.317666	1.175234	0.988847	20	0	0	0	40831625	37465761	36386790	52217	42583	838163	2475484	1.19093117867053	123.995424569115	220.415537936351	88.5190202380514	50819769	0	11532521	9999	9999	9999	9999	XYZ	GNATS	Reference	FFPE	181119_D00355_0257_ACD07PANXX	PROJECT_GNATS	PROJECT_GNATS_0003_Br_R_PE_393_EX
093-007-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	165.977266	165.977266	125.491286	100	75.6075	125491286	100	20295747321	15305799620	14285.087593	3469.574208	2541.08552	4858526584	87.4797	0.125203	0.804582	216.78841	130.305934	111	0.698253	23.7484	33.509493	0.1295	24.5862	0.032568	0.006116	0.138698	57.7703	1.974332	0.997936	0.997667	0.995588	0.988913	0.974001	0.945666	0.90183	57.2173	112.145932	6.454563	6.712709	7.007086	7.337693	7.720836	11.003363	12.203267	0.504037	0.997308	26	0	0	0	170277596	158266675	155316086	317656	280372	1944808	9748457	1.4193301039035	123.293509262136	227.749434185484	99.6236402263735	132285153	0	48177129	99.4	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0006_Ov_P_PE_410_EX
093-007-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	153.438263	153.438263	93.331134	100	60.8265	93331134	100	18445611048	11134874760	13868.677189	2508.394184	2068.539675	3393664992	88.7857	0.112143	0.846835	210.469027	91.01827	75	0.744766	18.2244	35.795793	0.1367	39.634	0.030956	0.003508	0.149373	41.9666	2.022628	0.997564	0.997152	0.992097	0.973693	0.930946	0.854453	0.752193	33.6024	56.026778	7.223057	7.952076	8.949241	10.390521	12.894326	-1	16.34147	1.247183	0.996271	24	0	0	0	157850587	146061064	143557654	180869	156239	2344043	9264611	1.86512224870788	121.375999266992	191.637779591385	80.3322443682421	144885741	0	42033992	98.8	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0006_Ov_P_PE_334_EX
093-010-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	178.555487	178.555487	131.296856	100	73.5328	131296856	100	21712985054	15908146883	15776.676347	3438.949482	2497.359225	5060486533	88.4983	0.115017	0.821034	239.424544	135.72251	111	0.72154	23.1439	34.592821	0.1473	26.7344	0.036313	0.005447	0.150436	54.1034	2.025709	0.997668	0.997367	0.995443	0.989362	0.975984	0.951363	0.910775	56.9349	110.554548	6.616784	6.90783	7.232832	7.591789	8.016716	11.974945	15.353717	0.793192	0.997036	25	0	0	0	182238859	169371695	166930433	280374	243963	1664729	10922061	1.4907812425349	122.467876760636	214.657233305459	93.594946193028	120930810	0	50417367	98.3	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0009_Ov_P_PE_395_EX
093-012-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	158.779499	158.779499	119.234151	100	75.0942	119234151	100	18939612606	14153770868	14177.088813	2344.259374	2418.264419	4520096811	87.2317	0.127683	0.858107	215.149437	121.22923	85	0.738091	23.5326	35.637396	0.1484	25.269	0.035368	0.004888	0.195126	51.1965	2.525609	0.99732	0.996886	0.99181	0.974364	0.937577	0.87388	0.787134	42.2982	104.052981	8.335859	8.829298	9.419737	10.11983	11.005489	-1	21.231842	2.53918	0.99592	24	0	0	0	164427361	150985536	146901140	253983	222855	3744091	9443751	1.53044038535923	121.049876737862	183.230902990042	75.2392515387314	222148927	0	47731684	98.8	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0010_Ov_P_PE_342_EX
093-012-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	162.935044	162.935044	129.14713	100	79.263	129147130	100	20016732811	15835720798	13426.888605	3943.826152	2646.018054	5005474494	86.781	0.13219	0.772961	203.764507	134.247084	116	0.665682	24.8163	31.935388	0.135	20.8876	0.030489	0.006543	0.118112	63.6835	1.864543	0.997942	0.99768	0.996033	0.991004	0.979799	0.958296	0.923321	60.6922	131.702364	6.076983	6.264246	6.473802	6.705651	6.951767	8.77089	8.988952	0.513581	0.997399	26	0	0	0	166586524	155920411	152932330	314175	276947	1728364	8623574	1.32903713038845	123.828342640785	254.977343187913	115.260931160805	123368245	0	45152107	99.5	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0010_Ov_P_PE_446_EX
093-030-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	158.716656	158.716656	91.775249	100	57.8233	91775249	100	19665920634	11321903706	12577.897499	4132.702812	2955.320323	3264087903	84.9724	0.150276	0.75269	190.880342	87.543006	78	0.631372	16.3847	30.449752	0.1456	42.4288	0.02542	0.003969	0.062132	48.4338	1.71653	0.997698	0.997368	0.994433	0.983376	0.954874	0.900898	0.817765	30.6573	46.728833	6.443402	7.071912	7.905271	9.06918	10.951919	-1	6.997103	0.785239	0.996846	25	0	0	0	164195879	151692701	145052675	112875	82724	3783959	8606344	1.75631807948823	125.530344495613	272.420862021482	98.2776413915918	218784566	0	47355308	99.2	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0023_Ov_P_PE_443_EX
093-031-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	157.818007	157.818007	106.93051	100	67.7556	106930510	100	18704024428	12518379603	14128.467814	2156.22311	2419.333504	3643169031	87.0652	0.129348	0.867592	214.411571	97.709981	80	0.743487	19.1716	35.962511	0.165	33.0712	0.032596	0.003967	0.201072	43.1583	1.9542	0.99685	0.996247	0.990649	0.974036	0.941232	0.884217	0.800757	35.4903	71.841871	7.169162	7.701299	8.360136	9.221691	10.387324	-1	13.510785	2.08125	0.994985	23	0	0	0	163852424	150237826	147028516	297596	241578	4035768	9281234	1.74746874487623	120.536302362362	171.131698603443	71.3104039237442	243387144	0	51354303	98.7	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0024_Ov_P_PE_312_EX
093-031-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	170.423149	170.423149	114.851584	100	67.392	114851584	100	20941805406	14026607010	15232.121698	3255.267153	2454.416555	4282134206	88.2798	0.117202	0.82392	231.160462	114.84706	107	0.72396	20.3523	34.628707	0.15	33.021	0.029175	0.003961	0.149369	48.7113	1.617564	0.997414	0.997022	0.994002	0.986609	0.97351	0.952181	0.920346	56.5381	78.8254	5.542401	5.819638	6.132417	6.502066	6.934271	12.21172	3.690396	0.962266	0.996453	25	0	0	0	173028415	162910376	161498620	317290	280566	621215	9179534	1.59963112243612	123.477307786706	206.858789910561	77.9767816644892	78620542	0	45347302	98.9	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0024_Ov_P_PE_366_EX
093-032-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	149.929959	149.929959	70.81855	100	47.2344	70818550	100	18500218486	8657328375	11511.063856	3572.352725	3416.801905	2031373681	81.531	0.18469	0.76316	174.69023	54.481547	51	0.612206	10.8037	29.62297	0.1678	53.2042	0.025716	0.002639	0.061017	37.8418	1.602398	0.997307	0.996859	0.9914	0.963602	0.874644	0.710746	0.521788	4.7508	26.265582	7.939258	9.72748	13.643152	-1	-1	-1	7.107007	1.100166	0.995877	24	0	0	0	156462066	142353228	135178677	131213	87129	4555428	9422197	2.16993233699255	125.412871508611	260.267660783419	95.2472943322814	246886640	0	45947902	98.6	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0025_Ov_P_PE_426_EX
093-033-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	183.472146	183.472146	143.394226	100	78.1559	143394226	100	22519979874	17548401529	16459.704523	3458.850156	2601.425195	5933491721	88.4484	0.115516	0.82635	249.79008	159.136554	115	0.726086	26.1744	34.797179	0.1611	22.0763	0.033398	0.006221	0.155844	58.4231	2.448255	0.997532	0.997195	0.995447	0.989369	0.974113	0.944887	0.898499	57.4124	143.08191	7.48948	7.774887	8.070309	8.420809	8.79935	11.875742	21.385768	1.540689	0.996843	25	0	0	0	186857098	174856810	172628229	391214	339430	1286138	10322936	1.36906221066157	123.602518832409	216.152737986151	86.2852234763215	112961849	0	53689636	99.5	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0026_Ov_P_PE_399_EX
093-033-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	173.466412	173.466412	135.561323	100	78.1485	135561323	100	21155957128	16490092121	15131.334677	3301.212748	2723.409703	5359659655	87.127	0.12873	0.820903	229.630933	143.746349	107	0.710258	25.158	34.051367	0.1506	22.0546	0.035622	0.006374	0.156469	58.1702	2.521866	0.997623	0.997289	0.994907	0.985621	0.961396	0.916403	0.851878	53.3752	134.73571	8.06647	8.404189	8.788812	9.220341	9.715662	14.35366	20.236149	0.771152	0.996783	25	0	0	0	176675623	164792931	162815845	434392	372251	1227369	10220931	1.38765281255897	122.855041743265	215.966028684713	91.7855543314952	114802688	0	56168112	99.3	9999	9999	9999	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0026_Ov_P_PE_396_EX
093-035-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	211.439557	211.439557	114.882693	100	54.3336	114882693	100	24981795015	13372316480	17192.818741	3258.755051	4530.221223	3255970040	81.8659	0.181341	0.84066	260.915715	87.325285	73	0.67224	12.7309	32.765247	0.1389	46.4718	0.03648	0.003451	0.129096	36.6453	1.984666	0.997465	0.996967	0.991581	0.97232	0.928338	0.848851	0.743092	31.5984	50.238421	9.027557	10.193662	11.918525	14.930961	23.268608	-1	14.407067	1.318445	0.995765	24	0	0	0	173108589	154178134	147453955	251253	207633	6702117	11977085	1.9188089550397	121.048561899186	188.339394021262	83.9960805729921	380413033	0	62367305	98.7	0.34	3.6	0.404354709124859	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0027_Ov_P_PE_363_EX
093-051-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	157.298134	157.298134	140.794058	100	89.5078	140794058	100	19365393143	17317890891	13403.614692	3491.436034	2470.342417	5728446141	87.2435	0.127565	0.793346	203.411306	153.637221	124	0.688625	29.4305	32.952291	0.1256	10.573	0.03663	0.009752	0.146931	70.3675	2.13385	0.998002	0.997741	0.996112	0.991053	0.979259	0.956458	0.920168	62.7535	279.673027	6.55538	6.657529	6.759677	6.874593	6.984403	7.67901	14.457698	0.541381	0.997458	26	0	0	0	160136371	149769327	148499572	369642	317992	539407	9457995	1.17808648899061	123.795229486476	237.848147799039	99.9813491732153	73318245	0	48240192	99	0.35	5.5	0.26830552162466	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0035_Ov_P_PE_410_EX
093-051-PRE	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	177.627771	177.627771	151.019634	100	85.0203	151019634	100	21684153064	18404957446	15274.582077	3992.323996	2417.246991	5993987919	88.8525	0.111475	0.792789	231.804835	160.759065	145	0.701581	27.5311	33.536433	0.1256	15.1225	0.033134	0.007488	0.15005	65.9678	1.747381	0.998005	0.997738	0.996186	0.992375	0.985453	0.974186	0.957374	75.9919	218.261337	5.457669	5.550914	5.644158	5.75892	5.862207	6.504876	5.83183	1.106222	0.997493	26	0	0	0	180281239	169814464	168896475	265304	220441	416613	9784858	1.26750756565896	122.60945014672	233.160609502177	103.968710232129	70507437	0	48917869	99	0.18	5.4	0.198298337256804	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0035_Ov_P_PE_412_EX
093-108-POST	S07604715_Regions_sorted	3137161264	65894148	37285536	0.56584	208.805868	208.805868	122.409195	100	58.6234	122409195	100	25872160817	15107653681	17053.32889	5195.842131	3622.989796	4314684704	85.9966	0.140034	0.76647	258.798837	115.720066	108	0.653443	16.5329	31.380977	0.1456	41.6065	0.027925	0.004534	0.0784	47.3622	1.563785	0.997749	0.997479	0.9957	0.990928	0.98136	0.964391	0.936424	57.9541	65.584239	5.776023	6.120329	6.518999	7.008275	7.613529	-1	4.028346	1.611202	0.997218	26	0	0	0	213941764	199015976	194015818	253056	206645	2786842	11885890	1.7581015606783	124.981018463563	256.823166198579	104.421294198366	186090905	0	63121058	98.5	0.34	4.2	0.547585797830287	XYZ	CANMAN	Tumour	FFPE	181026_D00355_0256_BCCVR3ANXX	PROJECT_CANMAN	PROJECT_CANMAN_0063_Ov_P_PE_449_EX
