samples	total_reads	pct_uniq_reads	reads_start_point	pf_bases	pct_pf_bases	pct_coding	pct_utr	pct_intronic	pct_intergenic	pct_correct_rs	pct_mrna	pct_usable	med_cv_cov	X5to3_bias	rrna_contam	centre	proj_name	sample_type	tissue_type	rin	dv200	run	miso_id	proj_id
PROJECT_SQUID-01-0406-TS	164.805564	99.9	5.804	1301.521129	92.2	12.6089	21.5766	49.3093	16.5052	98.3778	34.1855	31.5306	0.647968	0.267994	10.1	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551056_0057_AHTHYJBGX5	PROJECT_SQUID_010406_Om_M_PE_281_WT	PROJECT_SQUID
PROJECT_SQUID-01-0418-TS	169.367858	99.9	4.202	1337.5139082	90.7	12.8675	19.7665	49.6066	17.7594	98.2161	32.634	29.6125	0.695934	0.333204	9.4	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551056_0057_AHTHYJBGX5	PROJECT_SQUID_010418_So_M_PE_302_WT	PROJECT_SQUID
PROJECT_SQUID-01-0433-TS	167.660784	99.9	3.522	1323.6232276	91.1	15.3713	25.7517	39.4233	19.4538	98.5023	41.123	37.4933	0.542527	0.411403	15.3	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551056_0057_AHTHYJBGX5	PROJECT_SQUID_010433_Ov_P_PE_306_WT	PROJECT_SQUID
PROJECT_SQUID-01-0545-TS	161.368131	99.9	8.98	1274.5530175	90.3	6.417	23.1118	52.9975	17.4737	98.205	29.5288	26.6849	0.778093	0.149705	4.4	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551056_0057_AHTHYJBGX5	PROJECT_SQUID_010545_Br_P_PE_276_WT	PROJECT_SQUID
LY_FL_256	185.448167	99.9	2.357	1464.4780393	93.3	9.9397	16.369	56.7974	16.8939	97.0991	26.3086	24.5599	0.552793	0.687345	9.1	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180801_NB551051_0066_AHTVCYBGX5	PROJECT_COCKAREL_0022_Ln_P_PE_315_WT	PROJECT_COCKAREL
LY_FL_257	174.748829	99.8	6.121	1378.6464353	91	6.4354	34.4985	43.3672	15.6988	96.8483	40.9339	37.2819	0.600162	0.57754	30.2	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180801_NB551051_0066_AHTVCYBGX5	PROJECT_COCKAREL_0023_Ln_P_PE_311_WT	PROJECT_COCKAREL
PROJECT_SQUID-01-0118-TS	166.111129	99.8	3.993	1310.580296	92.3	8.0829	36.5271	38.0523	17.3377	98.2685	44.61	41.2169	0.608359	0.296929	30.3	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551051_0066_AHTVCYBGX5	PROJECT_SQUID_010118_Ut_P_PE_310_WT	PROJECT_SQUID
PROJECT_SQUID-01-0124-TS	177.61088	99.9	5.958	1402.6656585	91.4	9.1768	17.0243	54.5025	19.2965	97.3766	26.201	23.9644	0.700894	0.249674	4.4	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551051_0066_AHTVCYBGX5	PROJECT_SQUID_010124_Ov_M_PE_284_WT	PROJECT_SQUID
PROJECT_SQUID-01-0137-TS	169.268774	99.9	4.963	1336.3255112	91.2	12.0473	23.6225	46.5051	17.8252	98.3131	35.6698	32.5541	0.616326	0.325788	9.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180801_NB551051_0066_AHTVCYBGX5	PROJECT_SQUID_010137_Ov_P_PE_286_WT	PROJECT_SQUID
INS-A-023-AT	143.745653	99.9	6.588	1134.7818488	87.4	7.8663	34.4673	41.8892	15.7773	97.9205	42.3336	37.0112	0.665753	0.173371	29.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	180730_NB551056_0056_AHTCCGBGX5	PROJECT_QUINOA_0092_Br_P_PE_297_WT	PROJECT_QUINOA
LY_FL_258	185.679841	99.8	4.659	1464.8553907	93.1	6.9212	39.0997	36.0166	17.9624	97.3878	46.0209	42.8645	0.547133	0.673096	38.5	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180730_NB551056_0056_AHTCCGBGX5	PROJECT_COCKAREL_0024_Ln_P_PE_316_WT	PROJECT_COCKAREL
PROJECT_SQUID-01-0006-TS	173.711724	99.9	4.644	1371.054559	92.2	10.4174	27.9405	41.7107	19.9313	97.6864	38.358	35.3876	0.599375	0.355668	21.5	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180730_NB551056_0056_AHTCCGBGX5	PROJECT_SQUID_010006_Lv_M_PE_302_WT	PROJECT_SQUID
LY_FL_247	177.257864	99.9	6.667	1399.749966	90.5	7.8016	20.5491	54.7623	16.8869	97.6631	28.3508	25.6745	0.763467	0.338721	12.9	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180711_NB551056_0055_AHTF33BGX5	PROJECT_COCKAREL_0014_Ln_P_PE_280_WT	PROJECT_COCKAREL
LY_FL_264	169.352725	99.9	30.248	1337.2957892	86	3.4897	23.0273	59.6827	13.8004	96.5198	26.517	22.8082	1.169677	0.201518	16.3	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180711_NB551056_0055_AHTF33BGX5	PROJECT_COCKAREL_0030_Ln_P_PE_274_WT	PROJECT_COCKAREL
PROJECT_SQUID-01-0375-TS	187.965795	99.9	4.791	1483.4779106	92.3	7.3504	30.9984	45.6593	15.9919	97.3586	38.3488	35.4157	0.701282	0.462286	22.6	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551056_0055_AHTF33BGX5	PROJECT_SQUID_010375_Om_M_PE_308_WT	PROJECT_SQUID
PROJECT_SQUID-01-0382-TS	189.716073	99.9	18.06	1497.397916	90.1	8.6617	33.5228	40.9287	16.8868	97.7949	42.1845	38.0367	0.805687	0.253204	16.7	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551056_0055_AHTF33BGX5	PROJECT_SQUID_010382_Fa_P_PE_300_WT	PROJECT_SQUID
PROJECT_SQUID-01-0384-TS	199.877067	99.9	6.082	1578.6221294	91.6	9.607	16.2949	49.8856	24.2124	97.2851	25.9019	23.7275	0.7291	0.307653	4.8	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551056_0055_AHTF33BGX5	PROJECT_SQUID_010384_Ov_P_PE_298_WT	PROJECT_SQUID
PROJECT_SQUID-01-0312-TS	190.732917	99.9	11.17	1505.7468098	94.2	7.3243	30.4018	46.7463	15.5276	98.0657	37.7261	35.5709	0.755126	0.357117	19.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551051_0065_AHTCCMBGX5	PROJECT_SQUID_010312_Pe_M_PE_298_WT	PROJECT_SQUID
PROJECT_SQUID-01-0319-TS	191.548694	99.9	3.651	1512.7073892	95.5	11.8497	19.9935	45.8642	22.2926	97.9888	31.8433	30.4288	0.662228	0.3795	10.7	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551051_0065_AHTCCMBGX5	PROJECT_SQUID_010319_Ut_P_PE_304_WT	PROJECT_SQUID
PROJECT_SQUID-01-0343-TS	184.352989	99.9	17.18	1454.9884882	92.7	9.8116	42.0288	34.4499	13.7097	99.0289	51.8404	48.0621	0.716495	0.347284	33.7	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551051_0065_AHTCCMBGX5	PROJECT_SQUID_010343_Om_M_PE_303_WT	PROJECT_SQUID
PROJECT_SQUID-01-0356-TS	169.992246	99.9	10.964	1342.2026214	92.9	9.8021	26.2372	43.267	20.6937	98.0266	36.0393	33.511	0.740019	0.383594	16.5	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551051_0065_AHTCCMBGX5	PROJECT_SQUID_010356_Ov_P_PE_293_WT	PROJECT_SQUID
PROJECT_SQUID-03-0023-TS	188.587875	99.9	5.347	1488.8826956	95.2	7.0654	24.6304	50.5666	17.7377	97.5652	31.6958	30.1791	0.727771	0.476015	14.3	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180711_NB551051_0065_AHTCCMBGX5	PROJECT_SQUID_030023_Lu_M_PE_304_WT	PROJECT_SQUID
LY_FL_249	182.57265	99.9	8.149	1441.9770697	89.6	8.1466	16.2822	57.3762	18.1949	97.6848	24.4289	21.8884	0.779376	0.276974	6.5	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180710_NB551056_0054_AHTJVTBGX5	PROJECT_COCKAREL_0016_Ln_P_PE_286_WT	PROJECT_COCKAREL
LY_FL_254	145.638124	99.9	4.267	1150.3107366	87.8	11.2779	17.3921	53.5668	17.7632	97.7542	28.67	25.1952	0.658697	0.515322	8.2	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180710_NB551056_0054_AHTJVTBGX5	PROJECT_COCKAREL_0020_Ln_P_PE_285_WT	PROJECT_COCKAREL
LY_FL_255	168.505265	99.9	5.152	1330.9810743	90.4	9.4466	14.7007	58.5724	17.2802	97.3329	24.1474	21.833	0.6793	0.371567	6.3	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180710_NB551056_0054_AHTJVTBGX5	PROJECT_COCKAREL_0021_Ln_P_PE_286_WT	PROJECT_COCKAREL
LY_FL_261	166.944089	99.9	5.999	1318.6398918	90.7	9.4106	14.7953	60.1874	15.6067	97.4406	24.2059	21.9685	0.702643	0.445327	6.4	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180710_NB551056_0054_AHTJVTBGX5	PROJECT_COCKAREL_0027_Ln_P_PE_282_WT	PROJECT_COCKAREL
PROJECT_SQUID-01-0396-TS	145.132896	99.9	14.161	1145.9917829	86.7	7.602	25.3334	50.9603	16.1043	96.9139	32.9354	28.5634	0.751735	0.336731	8.9	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180710_NB551056_0054_AHTJVTBGX5	PROJECT_SQUID_010396_Ov_P_PE_285_WT	PROJECT_SQUID
PROJECT_SQUID-01-0248-TS	181.571129	99.9	2.41	1433.9599206	94.9	8.5465	16.4416	52.158	22.8538	97.0078	24.9882	23.7163	0.575884	0.249015	8.9	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	180710_NB551051_0064_AHTCC7BGX5	PROJECT_SQUID_010248_Ut_P_PE_297_WT	PROJECT_SQUID
PROJECT_SQUID-01-0301-TS	143.165021	99.9	4.614	1129.9719575	87.1	7.8197	30.4314	45.5215	16.2273	98.4966	38.2511	33.3486	0.579062	0.218155	25.5	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180710_NB551051_0064_AHTCC7BGX5	PROJECT_SQUID_010301_Ov_P_PE_304_WT	PROJECT_SQUID
PROJECT_SQUID-01-0341-TS	165.291904	99.9	4.512	1304.7529558	87.2	8.1443	30.0323	41.8755	19.9479	97.9775	38.1766	33.3115	0.548108	0.192091	26	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180710_NB551051_0064_AHTCC7BGX5	PROJECT_SQUID_010341_So_P_PE_305_WT	PROJECT_SQUID
PROJECT_SQUID-01-0370-TS	170.377316	99.9	3.094	1344.6637558	90.7	6.4377	32.916	41.9112	18.735	97.6208	39.3537	35.7192	0.538038	0.157823	32.8	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180710_NB551051_0064_AHTCC7BGX5	PROJECT_SQUID_010370_Ov_P_PE_354_WT	PROJECT_SQUID
PROJECT_SQUID-01-0399-TS	205.642833	99.8	16.187	1622.3761214	92.2	7.6063	43.2881	34.1083	14.9972	98.3968	50.8945	46.9474	0.737634	0.343374	35.4	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180710_NB551051_0064_AHTCC7BGX5	PROJECT_SQUID_010399_Ut_P_PE_326_WT	PROJECT_SQUID
INS-B-017-AT	183.92476	99.9	2.28	1452.4658286	94.6	12.2212	18.0441	52.9121	16.8225	98.4037	30.2653	28.6588	0.549353	0.204117	6.4	XYZ	QUINOA	Tumour	FFPE	9999	9999	180525_NB551056_0053_AHLJYCBGX5	PROJECT_QUINOA_0100_Br_P_PE_278_WT	PROJECT_QUINOA
INS-B-017-EOTT	169.519639	99.8	4.466	1353.726032	95.5	6.7698	54.0211	22.6813	16.5279	98.832	60.7908	58.0615	0.501371	0.256512	56.9	XYZ	QUINOA	Tumour	FFPE	9999	9999	180525_NB551056_0053_AHLJYCBGX5	PROJECT_QUINOA_0100_Br_M_PE_286_WT	PROJECT_QUINOA
PROJECT_SQUID-01-0268-TS	185.625932	99.9	2.171	1466.1198094	94.4	8.9273	14.1917	49.3599	27.5211	96.7283	23.119	21.8306	0.549473	0.38088	5.9	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	180525_NB551056_0053_AHLJYCBGX5	PROJECT_SQUID_010268_Ov_P_PE_292_WT	PROJECT_SQUID
PROJECT_SQUID-01-0296-TS	152.333236	99.8	4.066	1202.0816012	93.6	5.6501	32.4454	44.1356	17.7689	97.486	38.0955	35.6826	0.624827	0.299546	28.1	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180525_NB551056_0053_AHLJYCBGX5	PROJECT_SQUID_010296_Ut_M_PE_282_WT	PROJECT_SQUID
PROJECT_SQUID-03-0026-TS	180.830321	99.8	32.827	1426.5310292	91.6	7.8965	40.7523	39.5028	11.8485	97.9598	48.6488	44.5698	0.729166	0.582117	15.1	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180525_NB551056_0053_AHLJYCBGX5	PROJECT_SQUID_030026_Lv_M_PE_263_WT	PROJECT_SQUID
LY_FL_252	188.180543	99.8	2.897	1484.8249475	93.2	6.5678	29.7551	47.3406	16.3365	97.3858	36.3229	33.87	0.513771	0.380613	27.6	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180525_NB551051_0063_AHL5LYBGX5	PROJECT_COCKAREL_0018_Ln_P_PE_327_WT	PROJECT_COCKAREL
LY_FL_253	187.714156	99.8	3.376	1481.009761	94.6	4.7702	32.7231	46.169	16.3377	97.3794	37.4933	35.4852	0.573946	0.349908	33.2	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180525_NB551051_0063_AHL5LYBGX5	PROJECT_COCKAREL_0019_Ln_P_PE_317_WT	PROJECT_COCKAREL
LY_FL_259	173.750675	99.9	4.708	1371.3406496	94.2	5.6854	26.9276	50.7618	16.6253	97.3071	32.613	30.7393	0.643177	0.273679	22.9	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180525_NB551051_0063_AHL5LYBGX5	PROJECT_COCKAREL_0025_Ln_P_PE_281_WT	PROJECT_COCKAREL
LY_FL_260	163.130399	99.8	3.889	1286.9821112	94.8	3.5683	34.1651	45.6886	16.578	96.5552	37.7334	35.788	0.665044	0.170399	33.5	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180525_NB551051_0063_AHL5LYBGX5	PROJECT_COCKAREL_0026_Ln_P_PE_317_WT	PROJECT_COCKAREL
PROJECT_SQUID-05-0003-TS	184.951017	99.9	5.702	1460.6878958	94.4	6.6635	16.455	58.9164	17.9651	97.0155	23.1185	21.8265	0.721016	0.145847	3.2	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180525_NB551051_0063_AHL5LYBGX5	PROJECT_SQUID_050003_Cr_P_PE_275_WT	PROJECT_SQUID
LY_FL_246	110.128454	99.8	2.693	879.9652	94.4	8.4222	35.7988	40.8832	14.8958	97.5539	44.221	41.7878	0.554424	0.563031	33.2	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180511_NB551051_0062_AHLJWVBGX5	PROJECT_COCKAREL_0013_Ln_P_PE_283_WT	PROJECT_COCKAREL
PROJECT_SQUID-01-0128-TS	193.173262	99.9	2.496	1544.427368	94.9	9.517	24.4751	48.4225	17.5854	98.0113	33.9921	32.2741	0.534068	0.281479	19.1	XYZ	PROJECT_SQUIDANE	Tumour	FFPE	9999	9999	180511_NB551051_0062_AHLJWVBGX5	PROJECT_SQUID_010128_Ut_P_PE_302_WT	PROJECT_SQUID
PROJECT_SQUID-01-0192-TS	194.903396	99.9	2.136	1558.807888	95.2	12.6616	18.04	47.4725	21.8259	97.5597	30.7016	29.2338	0.517209	0.343898	8.3	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	180511_NB551051_0062_AHLJWVBGX5	PROJECT_SQUID_010192_Fa_M_PE_330_WT	PROJECT_SQUID
PROJECT_SQUID-01-0263-TS	169.099419	99.9	4.133	1351.462256	92.3	4.9242	35.1869	41.5497	18.3391	97.339	40.1112	37.0415	0.745198	0.147727	29.1	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	180511_NB551051_0062_AHLJWVBGX5	PROJECT_SQUID_010263_Ov_P_PE_295_WT	PROJECT_SQUID
PROJECT_SQUID-01-0266-TS	180.573907	99.9	2.628	1444.098128	93.7	10.0418	18.1457	50.2389	21.5736	97.6301	28.1874	26.432	0.577729	0.320245	9.3	XYZ	PROJECT_SQUIDANE	Tumour	empty	9999	9999	180511_NB551051_0062_AHLJWVBGX5	PROJECT_SQUID_010266_Ov_P_PE_280_WT	PROJECT_SQUID
CMP-01-02-ARC	177.775955	99.8	3.263	1402.4473104	92	11.8816	37.8783	33.2553	16.9848	99.0343	49.7599	45.7874	0.519147	0.458879	35.8	XYZ	DEFME	Tumour	FFPE	9999	9999	180416_NB551051_0059_AHLJF2BGX5	PROJECT_DEFME_0001_Co_P_PE_283_WT	PROJECT_DEFME
CMP-01-04-ARC	182.353261	99.8	5.095	1456.788496	90.8	11.9303	36.5551	34.1451	17.3694	99.065	48.4855	44.0596	0.569646	0.573812	29	XYZ	DEFME	Tumour	FFPE	9999	9999	180413_NB551051_0058_AHLK2LBGX5	PROJECT_DEFME_0003_Co_P_PE_282_WT	PROJECT_DEFME
CMP-01-05-SUR-T1	180.414015	99.9	5.46	1443.112352	96.2	41.1269	26.1138	9.6937	23.0656	99.7127	67.2407	64.6992	0.466289	0.60897	3.5	XYZ	DEFME	Tumour	Fresh	9999	9999	180413_NB551051_0058_AHLK2LBGX5	PROJECT_DEFME_0004_Lv_M_PE_325_WT	PROJECT_DEFME
CMP-01-05-SUR-T2	166.432155	99.9	5.526	1331.275312	93.8	36.8184	23.1835	11.7508	28.2474	99.6592	60.0019	56.2839	0.479173	0.650574	2.7	XYZ	DEFME	Tumour	Fresh	9999	9999	180413_NB551051_0058_AHLK2LBGX5	PROJECT_DEFME_0004_Lv_M_PE_310_WT	PROJECT_DEFME
LY_FL_262	193.3308	99.8	3.008	1544.654464	95.3	3.6977	35.6628	45.5217	15.1178	97.1727	39.3605	37.5377	0.6349	0.182728	33.5	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180321_NB551056_0051_AHLJTWBGX5	PROJECT_COCKAREL_0028_Ln_P_PE_294_WT	PROJECT_COCKAREL
LY_FL_263	191.647534	99.9	2.352	1531.728928	94.9	7.1028	27.0335	48.436	17.4277	97.3191	34.1362	32.4259	0.488156	0.292344	25	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180321_NB551056_0051_AHLJTWBGX5	PROJECT_COCKAREL_0029_Ln_P_PE_322_WT	PROJECT_COCKAREL
LY_FL_241	172.390694	99.9	6.32	1378.696832	91.4	7.8869	17.1673	58.6237	16.3221	96.8792	25.0542	22.9133	0.68073	0.326927	9.3	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180320_NB551056_0050_AHLJV3BGX5	PROJECT_COCKAREL_0008_Ln_P_PE_297_WT	PROJECT_COCKAREL
LY_FL_242	181.882994	99.9	3.245	1454.809472	93	10.3951	13.8909	58.7443	16.9696	97.3933	24.286	22.6086	0.664503	0.366838	5.4	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180320_NB551056_0050_AHLJV3BGX5	PROJECT_COCKAREL_0009_Ln_P_PE_287_WT	PROJECT_COCKAREL
LY_FL_251	194.560571	99.9	2.883	1555.559408	94.3	7.9879	22.7517	52.7491	16.5113	97.3433	30.7396	28.9966	0.48988	0.437064	18.2	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180320_NB551056_0050_AHLJV3BGX5	PROJECT_COCKAREL_0017_Ln_P_PE_317_WT	PROJECT_COCKAREL
LY_FL_245	192.905832	99.8	4.394	1540.83088	90.1	4.873	43.5745	33.177	18.3754	97.3234	48.4475	43.6593	0.485184	0.460298	45.8	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180320_NB551051_0056_AHLK3LBGX5	PROJECT_COCKAREL_0012_Ln_P_PE_366_WT	PROJECT_COCKAREL
LY_FL_248	187.374278	99.8	7.126	1496.185024	91	1.5351	50.3489	28.9286	19.1874	95.6682	51.884	47.2576	0.714648	0.137077	59.7	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180320_NB551051_0056_AHLK3LBGX5	PROJECT_COCKAREL_0015_Ln_P_PE_357_WT	PROJECT_COCKAREL
DEV-01650-ARC	257.689539	99.9	2.209	2061.195584	95.5	10.3371	13.9295	57.5956	18.1377	98.3156	24.2667	23.1783	0.575642	0.152596	3.3	XYZ	SWISH	Tumour	FFPE	9999	9999	180319_NB551056_0049_AHLKVJBGX5	PROJECT_SWISH_0016_Om_M_PE_300_WT	PROJECT_SWISH
DEV-01710-ARC	218.43189	99.9	2.503	1747.133744	95.1	10.2119	15.8405	60.4685	13.4791	98.8136	26.0523	24.7993	0.615685	0.136046	3.8	XYZ	SWISH	Tumour	FFPE	9999	9999	180319_NB551056_0049_AHLKVJBGX5	PROJECT_SWISH_0010_Sb_M_PE_292_WT	PROJECT_SWISH
DEV-01743-ARC	192.090155	99.9	3.155	1536.320528	93.6	5.7805	15.4855	63.8706	14.8634	98.0291	21.2659	19.9089	0.784386	0.077846	5.8	XYZ	SWISH	Tumour	FFPE	9999	9999	180319_NB551056_0049_AHLKVJBGX5	PROJECT_SWISH_0011_Co_M_PE_277_WT	PROJECT_SWISH
LY_FL_239	195.317885	99.9	5.688	1561.967472	91.8	9.488	17.2653	57.1136	16.1331	97.3824	26.7533	24.5701	0.646637	0.362954	7.3	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180319_NB551056_0049_AHLKVJBGX5	PROJECT_COCKAREL_0006_Ln_P_PE_297_WT	PROJECT_COCKAREL
LY_FL_240	193.832544	99.9	2.96	1549.360792	93.2	9.374	28.9368	45.4536	16.2356	97.9999	38.3108	35.7402	0.623618	0.394881	24.2	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180319_NB551056_0049_AHLKVJBGX5	PROJECT_COCKAREL_0007_Ln_P_PE_312_WT	PROJECT_COCKAREL
RED_1202	197.681847	99.9	3.491	1581.230048	95.5	34.4056	27.6535	18.1862	19.7547	99.1581	62.059	59.2825	0.43191	0.455336	3.5	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180313_NB551051_0054_AHLKY5BGX5	PROJECT_PEBBLE_0011_Bn_P_PE_318_WT	PROJECT_PEBBLE
SIGMA-001_L-01-20	178.229424	99.8	5.445	1424.186192	94.9	7.2714	28.8155	49.3299	14.5832	98.9378	36.0869	34.2507	0.773272	0.235486	11	XYZ	SIGMA	Tumour	FFPE	9999	9999	180313_NB551051_0054_AHLKY5BGX5	PROJECT_SIGMA_0001_Co_P_PE_265_WT	PROJECT_SIGMA
SIGMA-001_N-01-20	179.247112	99.8	36.809	1432.422936	88.1	4.7623	36.436	38.6593	20.1424	98.9235	41.1983	36.3228	1.022344	0.103467	9.3	XYZ	SIGMA	Tumour	FFPE	9999	9999	180313_NB551051_0054_AHLKY5BGX5	PROJECT_SIGMA_0001_Co_R_PE_260_WT	PROJECT_SIGMA
LY_FL_243	161.390703	99.9	5.683	1290.80884	93.6	5.7321	13.2534	64.256	16.7585	96.5596	18.9855	17.7758	0.777074	0.224747	4	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180313_NB551051_0054_AHLKY5BGX5	PROJECT_COCKAREL_0010_Ln_P_PE_270_WT	PROJECT_COCKAREL
LY_FL_244	174.645706	99.9	5.583	1396.743392	94.5	6.7806	13.2519	65.3518	14.6156	97.369	20.0325	18.934	0.780094	0.249608	2.9	XYZ	COCKAREL	Tumour	FFPE	9999	9999	180313_NB551051_0054_AHLKY5BGX5	PROJECT_COCKAREL_0011_Ln_P_PE_266_WT	PROJECT_COCKAREL
RED_1012	187.413418	99.9	2.436	1499.164944	95.8	28.7438	23.2895	29.3716	18.5951	98.7789	52.0333	49.8632	0.443656	0.454653	3	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551056_0048_AHLKMMBGX5	PROJECT_PEBBLE_0001_Bn_P_PE_308_WT	PROJECT_PEBBLE
RED_1064	147.108983	99.9	3.372	1176.735008	95.4	39.6218	28.8924	16.3224	15.1633	99.4145	68.5142	65.4298	0.418664	0.471774	3.3	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551056_0048_AHLKMMBGX5	PROJECT_PEBBLE_0005_Bn_P_PE_313_WT	PROJECT_PEBBLE
RED_1065	172.164325	99.9	2.617	1376.845224	95.2	23.4642	28.7551	29.3395	18.4412	98.8137	52.2193	49.752	0.456961	0.4945	14.6	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551056_0048_AHLKMMBGX5	PROJECT_PEBBLE_0006_Bn_P_PE_310_WT	PROJECT_PEBBLE
RED_1182	174.767149	99.9	3.129	1398.070976	95.9	32.5504	24.6123	21.9799	20.8575	99.0182	57.1626	54.8566	0.432347	0.447411	1.6	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551056_0048_AHLKMMBGX5	PROJECT_PEBBLE_0010_Bn_P_PE_325_WT	PROJECT_PEBBLE
RED_989	194.895616	99.9	2.839	1559.077472	96.3	33.7701	25.3922	25.5076	15.33	99.2182	59.1624	56.9868	0.440797	0.400896	1.6	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551056_0048_AHLKMMBGX5	PROJECT_PEBBLE_0027_Bn_P_PE_315_WT	PROJECT_PEBBLE
RED_1305	190.612982	99.9	3.235	1524.79776	96.2	35.8934	28.024	18.6609	17.4218	99.0328	63.9173	61.5148	0.435945	0.499988	2	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551051_0053_AH7VKGBGX5	PROJECT_PEBBLE_0015_Bn_P_PE_314_WT	PROJECT_PEBBLE
RED_935	214.608151	99.9	4.644	1716.615792	95.8	37.2429	32.9512	11.3726	18.4333	99.429	70.1941	67.2761	0.438388	0.452534	11.8	XYZ	PEBBLE	Tumour	Fresh	9999	9999	180216_NB551051_0053_AH7VKGBGX5	PROJECT_PEBBLE_0025_Bn_P_PE_324_WT	PROJECT_PEBBLE
INS-C-020-AT	149.346627	99.7	39.602	1117.33125	92.4	0.2856	77.9903	3.8134	17.9107	96.9864	78.2759	72.3384	0.920782	0.167669	94.5	XYZ	QUINOA	Tumour	FFPE	9999	9999	180216_NB551051_0053_AH7VKGBGX5	PROJECT_QUINOA_0039_Ov_P_PE_352_WT	PROJECT_QUINOA
INS-E-019-AT	176.239392	99.7	132.316	1317.96795	77.6	0.1624	75.7117	2.0277	22.0982	96.0247	75.8741	58.9415	1.050255	0.986667	97.1	XYZ	QUINOA	Tumour	FFPE	9999	9999	180216_NB551051_0053_AH7VKGBGX5	PROJECT_QUINOA_0029_nn_P_PE_317_WT	PROJECT_QUINOA
INS-E-024-AT	159.638964	99.8	9.191	1195.21731	90	2.486	62.0885	17.5848	17.8407	97.4145	64.5744	58.1785	0.714402	0.299325	70.4	XYZ	QUINOA	Tumour	FFPE	9999	9999	180216_NB551051_0053_AH7VKGBGX5	PROJECT_QUINOA_0038_nn_P_PE_328_WT	PROJECT_QUINOA
